client_id,program_name,provider,entry_date,exit_date,exited_flag,exit_interview_completed,exit_destination,income_at_exit_range,permanent_housing_flag
C01869,OTHER_COC,Provider_15,2023-03-20,2023-07-13,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",1
C01870,OTHER_COC,Provider_01,2023-04-15,2023-09-27,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",1
C01871,HHCM,Provider_15,2023-03-18,2023-05-26,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",0
C01872,HHCM,Provider_12,2023-07-27,2023-12-31,1,1,Place not meant for habitation,Data Not Collected,0
C01873,SHI,Provider_01,2023-05-09,2023-12-31,1,1,Jail/prison/juvenile detention,Data Not Collected,1
C01874,OTHER_COC,Provider_07,2023-05-24,2023-12-31,0,1,Emergency shelter (voucher),Data Not Collected,0
C01875,OTHER_COC,Provider_01,2023-07-03,2023-12-22,1,1,Staying with friends (temporary),"$2,001+",0
C01876,OTHER_COC,Provider_08,2023-12-03,2023-12-31,0,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,0
C01877,OTHER_COC,Provider_15,2023-02-07,2023-05-19,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",1
C01878,SHI,Provider_04,2022-12-12,2023-12-31,1,1,Staying with friends (temporary),Data Not Collected,1
C01879,OTHER_COC,Provider_07,2023-05-08,2023-09-13,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",0
C01880,HHCM,Provider_02,2023-08-16,2023-12-31,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,0
C01881,OTHER_COC,Provider_08,2022-06-19,2022-11-15,1,1,Emergency shelter (voucher),"$1,001–$1,500",0
C01882,OTHER_COC,Provider_12,2023-10-26,2023-12-31,1,1,Staying with family (temporary),Data Not Collected,1
C01883,OTHER_COC,Provider_02,2022-04-12,2022-08-07,1,1,Emergency shelter (voucher),"$2,001+",1
C01884,OTHER_COC,Provider_08,2023-02-15,2023-08-16,1,1,Other,"$1,501–$2,000",0
C01885,SHI,Provider_03,2022-08-09,2023-05-24,1,1,Staying with family (permanent),"$2,001+",0
C01886,OTHER_COC,Provider_10,2022-05-31,2022-07-23,1,1,"Rental by client, no ongoing housing subsidy","$1,001–$1,500",0
C01887,SHI,Provider_10,2022-06-13,2023-12-31,0,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01888,OTHER_COC,Provider_09,2023-04-16,2023-08-11,1,1,Staying with friends (temporary),$251–$500,1
C01889,HHCM,Provider_04,2023-04-20,2023-11-25,1,1,Staying with family (temporary),No Income,0
C01890,SHI,Provider_08,2023-06-30,2023-12-31,1,1,Deceased,Data Not Collected,1
C01891,HHCM,Provider_08,2022-05-16,2023-01-11,1,1,Staying with friends (temporary),"$2,001+",0
C01892,CEA,Provider_08,2023-12-14,2023-12-31,0,1,Emergency shelter (voucher),Data Not Collected,0
C01893,OTHER_COC,Provider_08,2023-02-28,2023-06-02,1,1,Staying with friends (temporary),Data Not Collected,1
C01894,SHI,Provider_13,2023-01-05,2023-06-02,1,0,No Exit Interview completed,"$1,001–$1,500",1
C01895,OTHER_COC,Provider_03,2022-05-17,2022-09-15,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",1
C01896,OTHER_COC,Provider_01,2023-01-11,2023-02-14,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",1
C01897,SHI,Provider_15,2023-03-04,2023-12-31,0,1,Deceased,Data Not Collected,0
C01898,OTHER_COC,Provider_01,2023-10-14,2023-11-20,1,1,Staying with family (temporary),"$2,001+",1
C01899,OTHER_COC,Provider_13,2022-10-14,2023-02-03,1,1,No Exit Interview completed,"$1,001–$1,500",1
C01900,OTHER_COC,Provider_08,2022-03-23,2022-06-24,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",0
C01901,OTHER_COC,Provider_14,2023-03-07,2023-07-04,1,1,Staying with family (temporary),"$2,001+",0
C01902,OTHER_COC,Provider_08,2022-12-07,2023-03-17,1,1,Staying with friends (temporary),"$2,001+",1
C01903,OTHER_COC,Provider_13,2022-05-27,2022-11-17,1,1,Staying with friends (temporary),Data Not Collected,1
C01904,OTHER_COC,Provider_10,2022-02-21,2022-04-27,1,1,Other,No Income,0
C01905,OTHER_COC,Provider_07,2022-05-31,2023-05-31,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",0
C01906,HHCM,Provider_03,2023-10-22,2023-12-31,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,0
C01907,HHCM,Provider_01,2023-09-29,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01908,SHI,Provider_03,2023-12-18,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01909,OTHER_COC,Provider_15,2022-07-10,2023-03-06,1,1,Staying with family (temporary),"$1,501–$2,000",0
C01910,OTHER_COC,Provider_03,2023-08-11,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01911,HHCM,Provider_10,2023-11-22,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01912,OTHER_COC,Provider_07,2023-02-08,2023-06-13,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",1
C01913,OTHER_COC,Provider_03,2023-08-14,2023-12-31,1,1,Staying with friends (temporary),Data Not Collected,0
C01914,OTHER_COC,Provider_16,2023-07-01,2023-09-03,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01915,OTHER_COC,Provider_01,2023-01-06,2023-10-31,1,1,Emergency shelter (voucher),"$2,001+",0
C01916,OTHER_COC,Provider_08,2023-02-11,2023-08-14,1,1,"Rental by client, with ongoing housing subsidy","$1,001–$1,500",0
C01917,OTHER_COC,Provider_06,2023-03-05,2023-05-10,1,1,Staying with friends (temporary),"$2,001+",1
C01918,OTHER_COC,Provider_01,2023-07-13,2023-11-29,1,1,"Rental by client, with ongoing housing subsidy","$1,501–$2,000",1
C01919,OTHER_COC,Provider_02,2022-12-21,2023-03-10,1,1,Staying with friends (temporary),"$1,001–$1,500",1
C01920,OTHER_COC,Provider_08,2023-04-21,2023-11-02,1,1,Other,"$2,001+",0
C01921,OTHER_COC,Provider_01,2022-05-25,2022-10-31,1,1,Emergency shelter (voucher),Data Not Collected,1
C01922,CEA,Provider_12,2022-08-22,2022-11-07,1,1,Emergency shelter (voucher),"$2,001+",0
C01923,CEA,Provider_08,2023-06-15,2023-12-31,1,1,Staying with family (temporary),Data Not Collected,0
C01924,OTHER_COC,Provider_01,2022-01-11,2023-01-11,1,1,Emergency shelter (voucher),"$2,001+",1
C01925,SHI,Provider_03,2023-03-22,2023-12-13,1,1,Staying with friends (temporary),"$2,001+",1
C01926,CEA,Provider_02,2022-07-25,2022-11-09,1,1,No Exit Interview completed,"$2,001+",0
C01927,OTHER_COC,Provider_12,2022-12-08,2023-02-12,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01928,OTHER_COC,Provider_07,2023-03-17,2023-07-12,1,1,"Rental by client, with ongoing housing subsidy",No Income,1
C01929,OTHER_COC,Provider_01,2022-11-24,2023-06-23,1,1,Staying with friends (temporary),No Income,0
C01930,OTHER_COC,Provider_08,2022-05-23,2022-08-03,1,1,Staying with friends (temporary),"$1,001–$1,500",0
C01931,SHI,Provider_07,2022-11-18,2023-12-31,0,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01932,HHCM,Provider_08,2022-09-25,2023-02-11,1,1,Staying with friends (temporary),"$1,001–$1,500",1
C01933,CEA,Provider_01,2022-03-04,2022-07-05,1,1,Emergency shelter (voucher),"$2,001+",0
C01934,OTHER_COC,Provider_01,2023-04-30,2023-12-31,0,1,Staying with family (temporary),Data Not Collected,0
C01935,OTHER_COC,Provider_03,2022-10-26,2023-02-09,1,1,"Rental by client, with ongoing housing subsidy","$1,501–$2,000",0
C01936,SHI,Provider_08,2023-06-09,2023-11-27,1,1,Staying with family (temporary),"$2,001+",1
C01937,OTHER_COC,Provider_08,2023-09-21,2023-12-31,0,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,0
C01938,OTHER_COC,Provider_03,2022-05-02,2022-12-07,1,0,No Exit Interview completed,"$2,001+",0
C01939,OTHER_COC,Provider_02,2022-09-12,2022-12-02,1,1,Staying with family (temporary),No Income,1
C01940,HHCM,Provider_08,2022-05-02,2022-10-29,1,1,Other,"$1,001–$1,500",0
C01941,HHCM,Provider_01,2023-04-30,2023-06-22,1,1,"Rental by client, with ongoing housing subsidy",No Income,1
C01942,OTHER_COC,Provider_08,2022-11-05,2023-03-13,1,1,Staying with family (temporary),No Income,1
C01943,HHCM,Provider_06,2022-01-23,2022-03-24,1,1,"Rental by client, with ongoing housing subsidy",No Income,1
C01944,OTHER_COC,Provider_02,2023-04-20,2023-08-22,1,1,"Rental by client, no ongoing housing subsidy","$1,501–$2,000",1
C01945,SHI,Provider_07,2022-09-07,2023-12-31,0,1,No Exit Interview completed,Data Not Collected,0
C01946,HHCM,Provider_02,2023-01-04,2023-09-01,1,1,Staying with family (temporary),"$2,001+",1
C01947,OTHER_COC,Provider_08,2022-06-30,2022-09-15,1,1,Staying with family (temporary),"$2,001+",1
C01948,OTHER_COC,Provider_02,2023-05-02,2023-12-31,0,1,Other,Data Not Collected,0
C01949,OTHER_COC,Provider_06,2023-01-24,2023-06-26,1,1,No Exit Interview completed,"$2,001+",0
C01950,OTHER_COC,Provider_07,2023-03-07,2023-06-29,1,1,Emergency shelter (voucher),"$2,001+",1
C01951,OTHER_COC,Provider_01,2022-10-27,2023-02-09,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",1
C01952,OTHER_COC,Provider_08,2023-09-17,2023-12-31,1,1,Emergency shelter (voucher),Data Not Collected,0
C01953,OTHER_COC,Provider_10,2022-12-20,2023-09-20,1,1,Staying with family (temporary),"$2,001+",1
C01954,OTHER_COC,Provider_15,2023-01-27,2023-05-03,1,1,Emergency shelter (voucher),"$1,001–$1,500",1
C01955,OTHER_COC,Provider_02,2022-02-07,2022-06-28,1,1,"Rental by client, with ongoing housing subsidy","$1,001–$1,500",1
C01956,SHI,Provider_02,2023-06-08,2023-10-22,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",0
C01957,SHI,Provider_03,2023-05-21,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01958,CEA,Provider_13,2023-01-15,2023-06-15,1,1,Emergency shelter (voucher),No Income,1
C01959,OTHER_COC,Provider_06,2023-09-27,2023-12-31,0,1,Staying with friends (temporary),Data Not Collected,0
C01960,OTHER_COC,Provider_03,2023-05-03,2023-10-09,1,1,Emergency shelter (voucher),No Income,0
C01961,OTHER_COC,Provider_10,2022-10-27,2023-09-02,1,1,Staying with family (temporary),"$2,001+",0
C01962,OTHER_COC,Provider_01,2022-04-26,2022-09-02,1,1,Emergency shelter (voucher),No Income,0
C01963,OTHER_COC,Provider_08,2023-01-01,2023-03-02,1,1,Staying with friends (temporary),"$501–$1,000",0
C01964,OTHER_COC,Provider_06,2022-01-14,2022-05-08,1,1,Other,"$2,001+",0
C01965,CEA,Provider_08,2023-06-09,2023-11-11,1,1,Staying with friends (temporary),"$2,001+",1
C01966,OTHER_COC,Provider_10,2022-11-25,2023-01-31,1,1,Staying with friends (temporary),"$2,001+",1
C01967,OTHER_COC,Provider_03,2023-11-09,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01968,OTHER_COC,Provider_08,2022-03-19,2022-08-16,1,1,Other,"$2,001+",0
C01969,OTHER_COC,Provider_07,2022-05-04,2023-05-04,1,1,Other,"$2,001+",0
C01970,OTHER_COC,Provider_02,2022-05-29,2022-11-19,1,1,Staying with family (temporary),"$501–$1,000",0
C01971,HHCM,Provider_13,2023-07-31,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01972,HHCM,Provider_11,2022-04-04,2022-09-14,1,1,Place not meant for habitation,"$2,001+",0
C01973,SHI,Provider_14,2023-06-16,2023-12-31,1,1,Deceased,Data Not Collected,0
C01974,CEA,Provider_10,2022-08-31,2023-04-10,1,1,Other,"$2,001+",1
C01975,CEA,Provider_02,2023-08-20,2023-12-31,0,1,Other,Data Not Collected,0
C01976,OTHER_COC,Provider_06,2022-06-15,2022-09-22,1,1,"Rental by client, with ongoing housing subsidy",No Income,0
C01977,SHI,Provider_05,2022-08-17,2023-06-19,1,1,No Exit Interview completed,"$2,001+",0
C01978,SHI,Provider_01,2022-04-07,2022-09-16,1,1,Staying with family (temporary),"$2,001+",0
C01979,OTHER_COC,Provider_06,2023-05-30,2023-09-13,1,1,"Rental by client, with ongoing housing subsidy","$1,501–$2,000",0
C01980,OTHER_COC,Provider_03,2023-07-10,2023-12-31,1,1,Staying with family (temporary),Data Not Collected,0
C01981,OTHER_COC,Provider_01,2022-11-09,2023-01-28,1,1,No Exit Interview completed,$251–$500,0
C01982,OTHER_COC,Provider_13,2023-09-27,2023-12-31,1,1,Staying with family (temporary),Data Not Collected,1
C01983,OTHER_COC,Provider_02,2022-05-03,2022-10-03,1,1,Staying with friends (temporary),No Income,0
C01984,OTHER_COC,Provider_07,2023-01-01,2023-07-29,1,1,"Rental by client, with ongoing housing subsidy","$1,501–$2,000",1
C01985,OTHER_COC,Provider_12,2022-06-16,2022-09-12,1,1,Staying with family (temporary),"$2,001+",0
C01986,OTHER_COC,Provider_08,2023-06-05,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01987,OTHER_COC,Provider_02,2022-07-30,2022-10-05,1,1,Emergency shelter (voucher),"$1,001–$1,500",1
C01988,HHCM,Provider_08,2023-01-25,2023-07-02,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,1
C01989,OTHER_COC,Provider_11,2022-04-30,2022-08-07,1,0,No Exit Interview completed,"$2,001+",0
C01990,SHI,Provider_13,2022-10-27,2023-12-31,0,1,Emergency shelter (voucher),Data Not Collected,0
C01991,OTHER_COC,Provider_03,2022-10-01,2022-12-13,1,1,Other,"$2,001+",0
C01992,HHCM,Provider_01,2023-10-17,2023-12-31,1,1,Staying with family (temporary),Data Not Collected,0
C01993,SHI,Provider_08,2022-10-31,2023-10-08,1,1,Emergency shelter (voucher),$251–$500,0
C01994,OTHER_COC,Provider_02,2023-03-10,2023-12-31,1,1,Staying with friends (temporary),Data Not Collected,1
C01995,SHI,Provider_12,2023-06-08,2023-12-31,1,1,Jail/prison/juvenile detention,Data Not Collected,1
C01996,OTHER_COC,Provider_08,2022-05-27,2022-09-13,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",0
C01997,OTHER_COC,Provider_12,2022-07-12,2023-01-03,1,1,Staying with friends (temporary),No Income,0
C01998,OTHER_COC,Provider_15,2023-01-21,2023-05-16,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",0
C01999,OTHER_COC,Provider_08,2023-09-29,2023-11-26,1,1,Other,No Income,1
C02000,OTHER_COC,Provider_14,2022-11-25,2023-02-06,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",0
C02001,OTHER_COC,Provider_08,2023-09-30,2023-12-14,1,0,No Exit Interview completed,No Income,0
C02002,OTHER_COC,Provider_02,2023-01-06,2023-05-16,1,1,Other,Data Not Collected,1
C02003,SHI,Provider_12,2023-10-22,2023-12-31,1,1,Staying with family (temporary),Data Not Collected,0
C02004,OTHER_COC,Provider_08,2023-03-29,2023-08-28,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",0
C02005,OTHER_COC,Provider_15,2023-08-21,2023-11-05,1,1,Other,"$2,001+",0
C02006,CEA,Provider_02,2023-11-19,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C02007,OTHER_COC,Provider_03,2023-03-13,2023-05-27,1,1,"Rental by client, no ongoing housing subsidy","$1,001–$1,500",1
C02008,SHI,Provider_13,2023-01-08,2023-12-31,1,1,Deceased,Data Not Collected,0
C02009,OTHER_COC,Provider_01,2023-11-18,2023-12-31,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,0
C02010,OTHER_COC,Provider_08,2023-10-16,2023-12-31,1,1,Emergency shelter (voucher),Data Not Collected,0
C02011,OTHER_COC,Provider_08,2023-01-29,2023-10-31,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",1
C02012,OTHER_COC,Provider_02,2023-04-19,2023-07-25,1,1,Staying with family (temporary),"$2,001+",1
C02013,SHI,Provider_02,2023-11-27,2023-12-31,1,1,Deceased,Data Not Collected,0
C02014,HHCM,Provider_12,2023-07-19,2023-12-31,1,1,Other,Data Not Collected,0
C02015,SHI,Provider_01,2023-10-18,2023-12-31,1,1,Staying with family (permanent),Data Not Collected,0
C02016,OTHER_COC,Provider_10,2023-05-24,2023-09-06,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",1
C02017,OTHER_COC,Provider_10,2023-04-11,2023-11-08,1,1,Staying with family (temporary),"$2,001+",0
C02018,HHCM,Provider_08,2022-05-25,2022-09-27,1,1,Staying with family (temporary),"$1,501–$2,000",1
C02019,SHI,Provider_06,2022-04-05,2023-01-07,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",0
C02020,SHI,Provider_01,2022-03-13,2022-05-12,1,1,Staying with friends (permanent),"$2,001+",0
C02021,OTHER_COC,Provider_12,2022-11-07,2023-03-12,1,1,Other,"$2,001+",1
C02022,CEA,Provider_02,2023-05-12,2023-06-24,1,1,Other,"$2,001+",0
C02023,OTHER_COC,Provider_03,2022-02-04,2022-08-26,1,1,Staying with friends (temporary),No Income,0
C02024,OTHER_COC,Provider_15,2023-02-22,2023-10-15,1,1,Staying with family (temporary),"$2,001+",0
C02025,OTHER_COC,Provider_03,2023-01-06,2023-08-10,1,1,Staying with family (temporary),No Income,1
C02026,HHCM,Provider_03,2022-06-23,2023-02-18,1,1,"Rental by client, with ongoing housing subsidy","$1,001–$1,500",1
C02027,OTHER_COC,Provider_15,2022-08-05,2022-11-30,1,1,"Rental by client, with ongoing housing subsidy",No Income,0
C02028,OTHER_COC,Provider_01,2022-01-31,2022-05-06,1,1,No Exit Interview completed,"$2,001+",1
C02029,SHI,Provider_02,2022-12-28,2023-06-15,1,1,Deceased,"$2,001+",1
C02030,OTHER_COC,Provider_06,2022-09-28,2023-09-28,1,1,"Rental by client, with ongoing housing subsidy","$1,001–$1,500",1
C02031,OTHER_COC,Provider_12,2022-11-14,2023-10-08,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",0
C02032,OTHER_COC,Provider_13,2022-10-14,2023-02-17,1,1,Staying with friends (temporary),"$2,001+",1
C02033,HHCM,Provider_11,2023-06-18,2023-12-31,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,1
C02034,OTHER_COC,Provider_15,2023-08-08,2023-11-19,1,1,Emergency shelter (voucher),"$2,001+",0
C02035,OTHER_COC,Provider_01,2023-07-19,2023-11-05,1,1,Other,"$1,501–$2,000",0
C02036,SHI,Provider_08,2023-10-06,2023-12-31,1,1,Deceased,Data Not Collected,1
C02037,OTHER_COC,Provider_01,2022-09-11,2022-12-28,1,0,No Exit Interview completed,"$2,001+",1
C02038,OTHER_COC,Provider_14,2022-11-12,2023-03-02,1,1,Staying with family (temporary),"$1,001–$1,500",0
C02039,HHCM,Provider_15,2023-01-17,2023-06-28,1,1,Staying with family (temporary),No Income,0
C02040,CEA,Provider_03,2023-05-22,2023-08-08,1,1,Staying with friends (temporary),Data Not Collected,1
C02041,SHI,Provider_13,2023-04-14,2023-12-31,1,1,Emergency shelter (voucher),Data Not Collected,0
C02042,OTHER_COC,Provider_08,2023-07-11,2023-08-22,1,1,Staying with friends (temporary),No Income,0
C02043,OTHER_COC,Provider_01,2022-08-22,2023-07-25,1,0,No Exit Interview completed,"$1,501–$2,000",1
C02044,OTHER_COC,Provider_08,2023-08-15,2023-10-21,1,1,Staying with family (temporary),Data Not Collected,0
C02045,OTHER_COC,Provider_15,2023-07-18,2023-12-31,1,1,Other,Data Not Collected,0
C02046,OTHER_COC,Provider_03,2023-11-09,2023-12-31,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,1
C02047,OTHER_COC,Provider_01,2022-10-23,2023-07-16,1,0,No Exit Interview completed,No Income,0
C02048,OTHER_COC,Provider_15,2023-06-07,2023-07-22,1,1,Staying with friends (temporary),Data Not Collected,0
C02049,OTHER_COC,Provider_06,2023-04-01,2023-06-08,1,1,Emergency shelter (voucher),$151–$250,0
C02050,OTHER_COC,Provider_06,2022-04-03,2022-10-29,1,0,No Exit Interview completed,"$1,001–$1,500",1
C02051,OTHER_COC,Provider_10,2023-09-27,2023-12-31,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,0
C02052,OTHER_COC,Provider_08,2023-08-09,2023-12-31,0,1,Staying with family (temporary),Data Not Collected,0
C02053,OTHER_COC,Provider_03,2022-03-16,2022-06-30,1,1,Staying with family (temporary),Data Not Collected,0
C02054,OTHER_COC,Provider_01,2022-06-29,2022-12-26,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",0
C02055,HHCM,Provider_13,2023-12-29,2023-12-31,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,0
C02056,OTHER_COC,Provider_07,2022-07-10,2023-02-11,1,0,No Exit Interview completed,"$2,001+",1
C02057,HHCM,Provider_08,2022-08-01,2023-03-29,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C02058,OTHER_COC,Provider_13,2023-04-30,2023-10-19,1,1,Other,"$2,001+",0
C02059,HHCM,Provider_01,2022-12-15,2023-02-21,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",1
C02060,OTHER_COC,Provider_13,2023-08-21,2023-12-31,1,1,Other,Data Not Collected,0
C02061,OTHER_COC,Provider_10,2023-01-21,2023-05-15,1,1,"Rental by client, with ongoing housing subsidy",No Income,0
C02062,OTHER_COC,Provider_15,2023-03-06,2023-07-14,1,1,Staying with friends (temporary),"$2,001+",0
C02063,OTHER_COC,Provider_02,2023-04-04,2023-12-31,0,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,0
C02064,OTHER_COC,Provider_03,2023-09-02,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C02065,CEA,Provider_08,2022-10-20,2023-03-24,1,1,Other,"$2,001+",0
C02066,OTHER_COC,Provider_15,2022-05-19,2022-12-09,1,1,Staying with family (temporary),"$2,001+",0
C02067,OTHER_COC,Provider_16,2022-06-15,2023-02-11,1,1,Staying with friends (temporary),"$2,001+",0
C02068,OTHER_COC,Provider_06,2023-06-02,2023-11-20,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",1
C02069,OTHER_COC,Provider_08,2023-11-13,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C02070,OTHER_COC,Provider_02,2023-11-01,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,1
C02071,OTHER_COC,Provider_08,2022-03-27,2022-08-11,1,1,Emergency shelter (voucher),No Income,0
C02072,HHCM,Provider_13,2022-10-31,2023-01-06,1,1,"Rental by client, with ongoing housing subsidy",No Income,1
C02073,OTHER_COC,Provider_12,2023-06-29,2023-10-18,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",0
C02074,CEA,Provider_03,2022-02-10,2022-08-06,1,1,Staying with family (temporary),"$2,001+",0
C02075,OTHER_COC,Provider_15,2023-08-21,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy","$1,001–$1,500",1
C02076,HHCM,Provider_01,2023-05-23,2023-10-11,1,1,Staying with friends (temporary),"$2,001+",1
C02077,SHI,Provider_07,2023-05-25,2023-12-31,1,1,Staying with friends (temporary),Data Not Collected,0
C02078,OTHER_COC,Provider_08,2022-05-10,2022-07-06,1,1,No Exit Interview completed,No Income,0
C02079,OTHER_COC,Provider_08,2022-03-01,2022-04-02,1,1,Staying with family (temporary),"$1,001–$1,500",0
C02080,OTHER_COC,Provider_11,2022-06-25,2023-02-26,1,1,"Rental by client, with ongoing housing subsidy",No Income,0
C02081,OTHER_COC,Provider_08,2023-10-27,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C02082,OTHER_COC,Provider_01,2023-06-07,2023-08-14,1,0,No Exit Interview completed,"$2,001+",1
C02083,OTHER_COC,Provider_02,2022-11-17,2023-03-11,1,1,"Rental by client, no ongoing housing subsidy","$1,501–$2,000",1
C02084,SHI,Provider_07,2022-12-27,2023-12-31,0,1,No Exit Interview completed,Data Not Collected,0
C02085,OTHER_COC,Provider_08,2023-07-26,2023-11-09,1,1,Staying with friends (temporary),"$2,001+",1
C02086,OTHER_COC,Provider_07,2022-08-05,2022-11-15,1,1,"Rental by client, no ongoing housing subsidy",No Income,0
C02087,OTHER_COC,Provider_03,2022-07-13,2022-11-24,1,1,Staying with friends (temporary),"$2,001+",0
C02088,SHI,Provider_01,2023-07-02,2023-12-31,0,1,Emergency shelter (voucher),Data Not Collected,0
C02089,OTHER_COC,Provider_12,2022-12-31,2023-03-22,1,1,"Rental by client, no ongoing housing subsidy","$1,001–$1,500",1
C02090,OTHER_COC,Provider_07,2022-11-01,2023-09-15,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",0
C02091,CEA,Provider_08,2022-07-05,2023-03-19,1,1,Staying with friends (temporary),"$2,001+",1
C02092,OTHER_COC,Provider_07,2023-04-06,2023-07-07,1,1,Staying with friends (temporary),"$2,001+",1
C02093,OTHER_COC,Provider_03,2023-09-04,2023-12-31,1,0,No Exit Interview completed,Data Not Collected,0
C02094,SHI,Provider_03,2022-06-28,2023-06-07,1,1,Jail/prison/juvenile detention,"$2,001+",1
C02095,HHCM,Provider_01,2022-09-17,2023-05-15,1,1,Staying with family (temporary),"$1,501–$2,000",0
C02096,OTHER_COC,Provider_10,2023-04-15,2023-08-31,1,1,Staying with family (temporary),"$2,001+",1
C02097,OTHER_COC,Provider_03,2022-09-13,2022-12-20,1,1,Emergency shelter (voucher),"$2,001+",1
C02098,OTHER_COC,Provider_03,2023-12-28,2023-12-31,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,0
C02099,SHI,Provider_16,2023-06-15,2023-12-31,1,1,No Exit Interview completed,Data Not Collected,0
C02100,CEA,Provider_05,2022-02-13,2022-06-04,1,1,"Rental by client, no ongoing housing subsidy",No Income,0
C02101,OTHER_COC,Provider_07,2022-07-09,2022-10-14,1,1,Other,Data Not Collected,0
C02102,OTHER_COC,Provider_05,2023-03-09,2023-06-23,1,1,Emergency shelter (voucher),$151–$250,1
C02103,OTHER_COC,Provider_03,2023-06-15,2023-12-31,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,0
C02104,OTHER_COC,Provider_01,2022-02-23,2022-08-17,1,1,Staying with family (temporary),"$2,001+",1
C02105,OTHER_COC,Provider_13,2023-12-21,2023-12-31,0,1,Staying with family (temporary),Data Not Collected,0
C02106,OTHER_COC,Provider_07,2022-08-30,2023-08-30,1,1,Emergency shelter (voucher),"$2,001+",0
C02107,OTHER_COC,Provider_10,2022-05-12,2022-07-24,1,0,No Exit Interview completed,"$2,001+",0
C02108,OTHER_COC,Provider_15,2022-05-01,2022-09-26,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",1
C02109,OTHER_COC,Provider_01,2023-09-02,2023-12-31,1,1,Staying with friends (temporary),Data Not Collected,0
C02110,OTHER_COC,Provider_08,2023-10-12,2023-12-31,1,0,No Exit Interview completed,Data Not Collected,0
C02111,OTHER_COC,Provider_01,2023-09-01,2023-11-17,1,1,Staying with family (temporary),"$2,001+",1
C02112,OTHER_COC,Provider_06,2022-05-22,2023-03-30,1,1,Emergency shelter (voucher),"$2,001+",0
C02113,OTHER_COC,Provider_13,2023-09-25,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,1
